lfd;participant;tnid;gilt;group;group14;category;itemId;item;regionId;elapsedTime;timeinterval;rt_corr;rt_mod;speed;adinterval;wds;addwds;proctbywd;proctbywdavg;addproct;addproctbywds;proctbychar;addproctbychar;char;addchar;target;string;explique;;;;;
75;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM10;10;EM10_5;67942;355;-850.562336111464;355;0,377464788732394;0;26;0;100;63;0;0;85;0;134;0;-9; Dennoch hat Merve ein wenig Angst, was sie von Zeit zu Zeit doch dazu zwingt, auf dem Planeten zu landen, um sich ein wenig zu erden.;;;;;;
76;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_fixation;68486;544;241.32080148046;544;0,00183823529411765;0;1;0;3982;2513;0;0;17539;0;1;0;-9;X;;;;;;
77;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_0;68990;504;-314.61242000064;504;0,152777777777778;0;10;0;369;233;0;0;211;0;77;0;-9;Esra wollte ihren ehemaligen Arbeitgeber vor Gericht in Frikassee verwandeln.;;;;;;
78;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_1;69375;385;-630.481675565796;385;0,275324675324675;0;17;0;166;105;0;0;117;0;106;0;-9; Doch sie wusste nicht, dass die Firma sich von einem der gefährlichsten Raubtiere im Meer vertreten ließ.;;;;;;
79;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_2;69598;223;-432.686139532924;223;0,237668161434978;0;9;0;181;114;0;0;136;0;53;0;-9; Keines seiner Opfer war je von ihm verschont worden.;;;;;;
80;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_3;70016;418;-40.8168839677678;418;0,0574162679425837;0;5;0;612;386;0;0;562;0;24;0;-9; Der Anwalt war ein Hai.;;;;;;
81;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_4;70386;370;-570.807130351427;370;0,256756756756757;0;15;0;181;114;0;0;126;0;95;0;-9; Wen er zwischen die Zähne bekam, der konnte damit rechnen, im Gerichtssaal zerfetzt zu werden.;;;;;;
82;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_fixation;70849;463;160.32080148046;463;0,00215982721382289;0;1;0;3389;2139;0;0;14927;0;1;0;-9;X;;;;;;
83;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_0;71251;402;-192.588784357531;402;0,109452736318408;0;5;0;589;371;0;0;295;0;44;0;-9;Wenn Ginas Büroangestellte kooperativ waren,;;;;;;
84;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_1;71659;408;-220.531759454972;408;0,120098039215686;0;6;0;498;314;0;0;268;0;49;0;-9; konnten sie großartige Dinge zusammen erreichen.;;;;;;
85;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_2;71881;222;-359.011594318554;222;0,189189189189189;0;7;0;232;147;0;0;170;0;42;0;-9;" Sie waren ein Chor in perfekter Harmonie;";;;;;;
86;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_3;72109;228;-257.971264045721;228;0,12280701754386;0;5;0;334;211;0;0;263;0;28;0;-9; die zarten Töne des Soprans;;;;;;
87;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_4;72332;223;-473.417709649853;223;0,26457399103139;0;10;0;163;103;0;0;122;0;59;0;-9; fügten sich perfekt ein in das mächtige Donnern der Bässe.;;;;;;
88;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_5;72537;205;-382.800189338042;205;0,209756097560976;0;6;0;250;158;0;0;154;0;43;0;-9; Nach der Performance musste Gina lediglich;;;;;;
89;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_6;72734;197;-546.93787478627;197;0,33502538071066;0;10;0;144;91;0;0;96;0;66;0;-9; die Blumensträuße aufheben, die man auf die Bühne geworfen hatte.;;;;;;
90;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_7;72941;207;-333.280024201625;207;0,173913043478261;0;5;0;303;191;0;0;185;0;36;0;-9; Wenn sie jedoch unkooperativ waren,;;;;;;
91;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_8;73175;234;-475.99489968883;234;0,260683760683761;0;10;0;171;108;0;0;124;0;61;0;-9; war die sich ergebende Kakophonie ein Angriff auf die Sinne.;;;;;;
92;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_fixation;73617;442;139.32080148046;442;0,00226244343891403;0;1;0;3235;2042;0;0;14250;0;1;0;-9;X;;;;;;
93;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_0;74030;413;-168.011594318554;413;0,101694915254237;0;7;0;432;273;0;0;317;0;42;0;-9;Peter kaufte sich vor kurzem eine Ukulele.;;;;;;
94;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_1;74415;385;-392.880849883712;385;0,184415584415584;0;12;0;235;148;0;0;175;0;71;0;-9; Es war schon immer sein Wunsch gewesen, noch ein Instrument zu lernen.;;;;;;
95;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_2;74615;200;-340.280024201625;200;0,18;0;6;0;244;154;0;0;179;0;36;0;-9; Sogar den Nachbarn gefiel die Idee.;;;;;;
96;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_3;74843;228;-672.075560234498;228;0,390350877192982;0;16;0;104;66;0;0;83;0;89;0;-9; Er verbrachte ohne Mühe viel Zeit beim Spielen und der Klang im Wohnzimmer war sehr gut.;;;;;;
97;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_4;75055;212;-314.702834162649;212;0,160377358490566;0;5;0;310;196;0;0;201;0;34;0;-9; Dieses hatte eine tolle Resonanz.;;;;;;
98;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_5;75271;216;-684.075560234498;216;0,412037037037037;0;12;0;132;83;0;0;78;0;89;0;-9; Seither veranstaltet er kleine Konzerte, was den Zusammenhalt unter den Nachbarn stärkt.;;;;;;
99;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_6;75481;210;-669.709775176033;210;0,40952380952381;0;11;0;140;88;0;0;79;0;86;0;-9; Die Ukulele hat Peter zu ganz neuen Ausdrucksmöglichkeiten und FreundInnen verholfen.;;;;;;
100;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;LC;3LC;Z-other;LC5;5;LC5_fixation;76002;521;218.32080148046;521;0,00191938579654511;0;1;0;3814;2407;0;0;16797;0;1;0;-9;X;;;;;;
101;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;LC;3LC;Z-other;LC5;5;LC5_0;76393;391;-447.978205059104;391;0,20460358056266;0;10;0;286;181;0;0;158;0;80;0;-9;Die Führungskräfte des Unternehmens waren sehr besorgt über die Stromversorgung.;;;;;;
102;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;LC;3LC;Z-other;LC5;5;LC5_1;76801;408;-444.55539509808;408;0,200980392156863;0;12;0;249;157;0;0;160;0;82;0;-1; Alle Daten im Netzwerk waren auf Servern gespeichert, die ständig laufen mussten.;;;;;;
103;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;LC;3LC;Z-other;LC5;5;LC5_2;77033;232;-640.921180156545;232;0,366379310344828;472;11;24;154;97;433;91;88;171;85;185;0; In den vorangegangenen Wochen war es jedoch gelegentlich zu Stromausfällen gekommen.;;;;;;
104;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;LC;3LC;Z-other;LC5;5;LC5_3;77273;240;-734.750105448867;240;0,416666666666667;0;13;0;135;85;0;0;77;0;100;0;1; Schließlich begann das Unternehmen zu überlegen, ob in Backup-Generatoren investiert werden sollte.;;;;;;
105;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM6;6;MM6_fixation;77698;425;122.32080148046;425;0,00235294117647059;0;1;0;3111;1964;0;0;13702;0;1;0;-9;X;;;;;;
106;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM6;6;MM6_0;78106;408;71.3778263830187;408;0,0147058823529412;0;1;0;2987;1885;0;0;2192;0;6;0;-9;fehlt.;;;;;;
107;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM18;18;MM18_fixation;78710;604;301.32080148046;604;0,00165562913907285;0;1;0;4421;2790;0;0;19473;0;1;0;-9;X;;;;;;
108;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM18;18;MM18_0;78982;272;-329.377379377019;272;0,165441176470588;0;7;0;284;180;0;0;195;0;45;0;-9;Für Lars war das Aufstehen eine Zwangsarbeit.;;;;;;
109;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM18;18;MM18_1;79251;269;-569.978205059104;269;0,297397769516729;0;13;0;151;96;0;0;108;0;80;0;-1; Jeden Morgen weigerte er sich so lange, das Steuer seines Lebens zu übernehmen,;;;;;;
110;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM18;18;MM18_2;79489;238;-247.971264045721;238;0,117647058823529;449;4;16;436;275;617;130;274;494;28;98;0; bis Xenia ihn wachrüttelte.;;;;;;
111;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM18;18;MM18_3;79700;211;-560.092254864222;211;0,33175355450237;0;12;0;129;81;0;0;97;0;70;0;1; Bis ins hohe Alter wuchs er aus seinen Kinderschuhen nie ganz heraus.;;;;;;
112;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;MM;4MM;Z-other;MM18;18;MM18_4;79962;262;-536.246634942175;262;0,282442748091603;0;14;0;137;86;0;0;114;0;74;0;-9; Aber zu seinem Glück setzte Xenia ihm auch nie die Pistole auf die Brust.;;;;;;
113;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM26;26;EM26_fixation;80409;447;144.32080148046;447;0,00223713646532438;0;1;0;3272;2065;0;0;14411;0;1;0;-9;X;;;;;;
114;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM26;26;EM26_0;80805;396;-490.498370195521;396;0,21969696969697;0;14;0;207;131;0;0;147;0;87;0;-9;Jede neue Information wurde von Erna wie ein Buch in ihr mentales Bücherregal gestellt.;;;;;;
115;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM26;26;EM26_1;81309;504;-239.93787478627;504;0,130952380952381;0;8;0;461;291;0;0;246;0;66;0;-1; Die Abteilung für Naturwissenschaften war besonders gut sortiert.;;;;;;
116;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM26;26;EM26_2;81571;262;-278.280024201625;262;0,137404580152672;473;5;9;384;242;1156;243;235;405;36;58;0; Erna war eine wandelnde Bibliothek.;;;;;;
117;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM26;26;EM26_3;81782;211;-234.239693928792;211;0,104265402843602;0;4;0;386;244;0;0;309;0;22;0;1; Wenn es darauf ankam,;;;;;;
118;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM26;26;EM26_4;81998;216;-419.32035447446;216;0,231481481481481;0;7;0;226;143;0;0;139;0;50;0;-9; konnte sie immer auf dieses Archiv zurückgreifen.;;;;;;
119;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;EM;2EM;Z-other;EM26;26;EM26_5;82254;256;-759.481675565796;256;0,4140625;0;15;0;125;79;0;0;78;0;106;0;-9; Immerhin hatte sie dort sämtliche Einträge von ‚A‘ wie ‚Amalgam‘ bis ‚Z‘ wie ‚Zentrifugalkraft‘ gelagert.;;;;;;
120;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_fixation;82763;509;206.32080148046;509;0,00196463654223969;0;1;0;3726;2352;0;0;16410;0;1;0;-9;X;;;;;;
121;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_0;83716;953;412.719975798375;953;0,0377754459601259;0;6;0;1163;734;0;0;853;0;36;0;-9;Ronja ist in den Bergen aufgewachsen;;;;;;
122;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_1;84125;409;-348.515064825246;409;0,166259168704156;0;9;0;333;210;0;0;194;0;68;0;-9; und an ein naturnahes und körperlich anspruchsvolles Leben gewöhnt.;;;;;;
123;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_2;84380;255;-251.337049104185;255;0,12156862745098;0;5;0;373;236;0;0;265;0;31;0;-9; Abends, nach einem langen Tag,;;;;;;
124;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_3;84586;206;-402.165974396507;206;0,223300970873786;0;6;0;251;159;0;0;144;0;46;0;-9; beschäftigt sie sich auch gerne künstlerisch,;;;;;;
125;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_4;84819;233;-198.662503889815;233;0,0858369098712446;0;3;0;569;359;0;0;376;0;20;0;-9; stellt Figuren her.;;;;;;
126;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_5;85034;215;-332.068619221114;215;0,172093023255814;0;6;0;262;166;0;0;187;0;37;0;-9; Zuletzt hat sie einen Luchs gemacht.;;;;;;
127;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_6;85258;224;-329.857214240602;224;0,169642857142857;0;6;0;273;172;0;0;190;0;38;0;-9; Der ist aus demselben Holz geschnitzt;;;;;;
128;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_7;85485;227;-401.531759454972;227;0,215859030837004;0;8;0;208;131;0;0;149;0;49;0;-9; wie das Nachtkästchen, dass sie sich gebaut hat.;;;;;;
129;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_8;85708;223;-459.840519610877;223;0,255605381165919;0;8;0;204;129;0;0;126;0;57;0;-9; Ronja hat über die Jahre vielerlei Fertigkeiten erlernt.;;;;;;
130;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_9;85947;239;-321.64580926009;239;0,163179916317992;0;7;0;250;158;0;0;198;0;39;0;-9; Sie sehnt sich jedoch auch nach Neuem.;;;;;;
131;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_10;86462;515;-127.108949493948;515;0,0990291262135922;0;9;0;419;264;0;0;326;0;51;0;-9; Ihr großes Ziel ist eine Reise durch die Mongolei.;;;;;;
132;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_fixation;86924;462;159.32080148046;462;0,00216450216450216;0;1;0;3382;2134;0;0;14895;0;1;0;-9;X;;;;;;
133;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_0;87519;595;129.394521012744;595;0,0420168067226891;0;4;0;1089;687;0;0;767;0;25;0;-9;Lea hatte sich angewöhnt,;;;;;;
134;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_1;87780;261;-489.726469805758;261;0,256704980842912;0;11;0;174;110;0;0;126;0;67;0;-9; ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,;;;;;;
135;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_2;87992;212;-701.652750273474;212;0,429245283018868;0;12;0;129;82;0;0;75;0;91;0;-9; seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.;;;;;;
136;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_3;88262;270;-453.572089727806;270;0,233333333333333;0;9;0;220;139;0;0;138;0;63;0;-9; Er empfand sein neues Leben hingegen durchaus als Bereicherung;;;;;;
137;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_4;88475;213;-245.816883967768;213;0,112676056338028;0;4;0;390;246;0;0;286;0;24;0;-9; und hatte keine Ahnung,;;;;;;
138;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_5;88692;217;-235.02828894828;217;0,105990783410138;0;4;0;397;251;0;0;304;0;23;0;-9; warum sie ihm vorwarf,;;;;;;
139;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_6;88982;290;-291.011594318554;290;0,144827586206897;0;7;0;303;191;0;0;223;0;42;0;-9; er würde das Gold der Familie versilbern.;;;;;;
140;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_7;89277;295;-435.360684747294;295;0,216949152542373;0;11;0;196;124;0;0;149;0;64;0;-9; Er dachte immer, mit ihr auf einer Wellenlänge gewesen zu sein.;;;;;;
141;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_fixation;89770;493;190.32080148046;493;0,00202839756592292;0;1;0;3609;2278;0;0;15894;0;1;0;-9;X;;;;;;
142;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_0;90840;1070;550.085760856839;1070;0,0308411214953271;0;5;0;1566;989;0;0;1045;0;33;0;-9;Martin ist Autor von Kochbüchern.;;;;;;
143;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_1;91232;392;-155.068619221114;392;0,0943877551020408;0;6;0;478;302;0;0;342;0;37;0;-9; Er kocht nicht nur aus Leidenschaft,;;;;;;
144;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_2;91495;263;-304.434404279578;263;0,152091254752852;0;6;0;321;203;0;0;212;0;40;0;-9; sondern ist darin sogar etwas obsessiv.;;;;;;
145;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_3;91715;220;-401.743164435483;220;0,218181818181818;0;7;0;230;145;0;0;148;0;48;0;-9; Daher lebt er in einer großen Wohngemeinschaft,;;;;;;
146;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_4;91943;228;-434.474734552412;228;0,236842105263158;0;9;0;185;117;0;0;136;0;54;0;-9; damit er große Mengen für viele Menschen kochen kann.;;;;;;
147;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_5;92165;222;-209.662503889815;222;0,0900900900900901;0;4;0;406;256;0;0;358;0;20;0;-9; Heute gibt es Gans.;;;;;;
148;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_6;92405;240;-354.588784357531;240;0,183333333333333;0;7;0;251;158;0;0;176;0;44;0;-9; Schon an der geschlossenen Haustür kann man;;;;;;
149;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_7;92638;233;-198.662503889815;233;0,0858369098712446;0;3;0;569;359;0;0;376;0;20;0;-9; den Braten riechen.;;;;;;
150;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_8;92900;262;-454.783494708317;262;0,236641221374046;0;10;0;192;121;0;0;136;0;62;0;-9; Martin erfindet täglich neue Rezepte und es kommt selten vor,;;;;;;
151;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_9;93122;222;-297.914239143161;222;0,148648648648649;0;5;0;325;205;0;0;217;0;33;0;-9; dass es jemanden nicht schmeckt.;;;;;;
152;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_10;93395;273;-287.64580926009;273;0,142857142857143;0;7;0;285;180;0;0;226;0;39;0;-9; Daher lädt er auch gerne Gourmets ein,;;;;;;
153;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_11;93966;571;17.1427857593978;571;0,0665499124343257;0;6;0;697;440;0;0;484;0;38;0;-9; die spannend über Essen reden können.;;;;;;
154;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_fixation;94440;474;171.32080148046;474;0,00210970464135021;0;1;0;3470;2190;0;0;15282;0;1;0;-9;X;;;;;;
155;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_0;95305;865;209.313860467076;865;0,061271676300578;0;7;0;905;571;0;0;526;0;53;0;-9;Die Gefühle seiner Mitmenschen berührten Simon nicht.;;;;;;
156;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_1;95598;293;-294.800189338042;293;0,146757679180887;0;8;0;268;169;0;0;220;0;43;0;-9; Wenn jemand um ihn herum zu emotional war,;;;;;;
157;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_2;95845;247;-184.662503889815;247;0,0809716599190283;0;4;0;452;285;0;0;398;0;20;0;-9; wurde er zum Stein.;;;;;;
158;Mon Jul 12 2021 19:09:46 GMT+0200 (Mitteleuropäische Sommerzeit);1;0;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_3;96084;239;-240.182669026233;239;0,112970711297071;0;5;0;350;221;0;0;285;0;27;0;-9; Er war kein guter Zuhörer,;;;;;;
